geo_boundary_type_id,geo_boundary_identifier,geo_boundary_definition_id,time_frame,index_raw,index_normalized,index_zscore,index_percentile,index_category
"4","01001","54","2020","39300","0.98","0.36","65.42","Above Average"
"4","01003","54","2020","145554","0.99","0.43","68.39","Above Average"
"4","01005","54","2020","24233","1.18","1.85","97.09","High"
"4","01007","54","2020","18562","1.06","0.95","83.36","Above Average"
"4","01009","54","2020","45082","1.05","0.89","81.75","Above Average"
"4","01011","54","2020","10210","1.23","2.27","99.01","Very high"
"4","01013","54","2020","19364","1.25","2.43","99.44","Very high"
"4","01015","54","2020","98862","1.11","1.37","91.49","High"
"4","01017","54","2020","31967","1.22","2.18","98.70","Very high"
"4","01019","54","2020","22224","1.10","1.26","90.01","High"
"4","01021","54","2020","35868","1.10","1.30","90.84","High"
"4","01023","54","2020","12999","1.25","2.37","99.20","Very high"
"4","01025","54","2020","22657","1.20","2.00","97.80","High"
"4","01027","54","2020","11959","1.13","1.54","93.60","High"
"4","01029","54","2020","11986","1.06","1.00","84.44","Above Average"
"4","01031","54","2020","39851","1.05","0.93","82.96","Above Average"
"4","01033","54","2020","43961","1.05","0.88","81.50","Above Average"
"4","01035","54","2020","13337","1.35","3.15","99.94","Very high"
"4","01037","54","2020","11097","1.24","2.30","99.07","Very high"
"4","01039","54","2020","31024","1.08","1.10","86.51","High"
"4","01041","54","2020","12231","1.16","1.77","96.29","High"
"4","01043","54","2020","68598","1.11","1.35","91.37","High"
"4","01045","54","2020","39829","1.07","1.05","85.43","High"
"4","01047","54","2020","37370","1.22","2.15","98.58","Very high"
"4","01049","54","2020","49681","0.95","0.13","56.88","Above Average"
"4","01051","54","2020","62912","1.03","0.79","79.43","Above Average"
"4","01053","54","2020","34249","1.18","1.88","97.28","High"
"4","01055","54","2020","85191","1.07","1.09","86.30","High"
"4","01057","54","2020","16103","1.24","2.31","99.13","Very high"
"4","01059","54","2020","24250","1.03","0.79","79.43","Above Average"
"4","01061","54","2020","23296","1.14","1.56","93.88","High"
"4","01063","54","2020","7839","1.18","1.86","97.19","High"
"4","01065","54","2020","13815","1.21","2.09","98.36","Very high"
"4","01067","54","2020","15262","1.15","1.65","94.99","High"
"4","01069","54","2020","83635","1.08","1.17","88.37","High"
"4","01071","54","2020","45188","1.11","1.39","91.80","High"
"4","01073","54","2020","504221","1.01","0.64","75.04","Above Average"
"4","01075","54","2020","12690","1.15","1.68","95.24","High"
"4","01077","54","2020","73000","1.01","0.64","75.22","Above Average"
"4","01079","54","2020","28087","1.09","1.17","88.62","High"
"4","01081","54","2020","94416","0.84","-0.67","26.11","Below Average"
"4","01083","54","2020","66301","1.00","0.57","73.09","Above Average"
"4","01085","54","2020","10211","1.25","2.42","99.41","Very high"
"4","01087","54","2020","20814","1.33","2.98","99.88","Very high"
"4","01089","54","2020","256753","0.98","0.41","67.18","Above Average"
"4","01091","54","2020","18846","1.24","2.30","99.07","Very high"
"4","01093","54","2020","27266","1.16","1.71","95.64","High"
"4","01095","54","2020","68886","0.99","0.47","69.87","Above Average"
"4","01097","54","2020","323370","1.05","0.91","82.37","Above Average"
"4","01099","54","2020","20572","1.23","2.27","99.04","Very high"
"4","01101","54","2020","182983","1.08","1.11","86.82","High"
"4","01103","54","2020","89852","1.00","0.52","71.61","Above Average"
"4","01105","54","2020","9195","1.23","2.24","98.92","Very high"
"4","01107","54","2020","17301","1.12","1.46","92.61","High"
"4","01109","54","2020","25165","0.98","0.42","67.62","Above Average"
"4","01111","54","2020","19608","1.14","1.56","93.88","High"
"4","01113","54","2020","49085","1.20","2.00","97.80","High"
"4","01115","54","2020","66994","1.04","0.81","80.08","Above Average"
"4","01117","54","2020","144049","0.96","0.25","61.52","Above Average"
"4","01119","54","2020","12876","1.26","2.49","99.51","Very high"
"4","01121","54","2020","69648","1.12","1.45","92.55","High"
"4","01123","54","2020","35954","1.13","1.50","93.16","High"
"4","01125","54","2020","144079","0.94","0.10","55.15","Above Average"
"4","01127","54","2020","55161","1.10","1.26","90.01","High"
"4","01129","54","2020","14100","1.10","1.29","90.60","High"
"4","01131","54","2020","11055","1.35","3.13","99.91","Very high"
"4","01133","54","2020","21786","1.16","1.71","95.76","High"
"4","02013","54","2020","2899","1.00","0.54","72.22","Above Average"
"4","02016","54","2020","4388","0.90","-0.22","42.10","Below Average"
"4","02020","54","2020","158425","0.73","-1.49","9.22","Low"
"4","02050","54","2020","8669","0.80","-0.98","18.06","Below Average"
"4","02060","54","2020","754","1.02","0.68","76.37","Above Average"
"4","02068","54","2020","1061","0.70","-1.69","7.49","Low"
"4","02070","54","2020","2948","0.90","-0.19","43.80","Below Average"
"4","02090","54","2020","50631","0.69","-1.77","6.62","Low"
"4","02100","54","2020","1632","0.81","-0.91","19.61","Below Average"
"4","02105","54","2020","1651","0.97","0.29","62.85","Above Average"
"4","02110","54","2020","17360","0.72","-1.59","8.29","Low"
"4","02122","54","2020","35601","0.83","-0.76","23.35","Below Average"
"4","02130","54","2020","8950","0.87","-0.46","33.16","Below Average"
"4","02150","54","2020","7484","0.77","-1.19","13.80","Low"
"4","02164","54","2020","1029","0.91","-0.12","46.15","Below Average"
"4","02170","54","2020","54825","0.80","-0.98","18.06","Below Average"
"4","02180","54","2020","5569","0.90","-0.22","42.38","Below Average"
"4","02185","54","2020","6227","0.88","-0.37","37.09","Below Average"
"4","02188","54","2020","4505","0.95","0.14","57.32","Above Average"
"4","02195","54","2020","2100","0.77","-1.20","13.45","Low"
"4","02198","54","2020","4727","1.04","0.86","81.10","Above Average"
"4","02220","54","2020","5089","0.76","-1.28","12.00","Low"
"4","02230","54","2020","687","0.77","-1.18","13.95","Low"
"4","02240","54","2020","4186","0.83","-0.77","22.92","Below Average"
"4","02261","54","2020","6114","0.86","-0.50","31.64","Below Average"
"4","02270","54","2020","3092","0.70","-1.71","7.30","Low"
"4","02275","54","2020","1994","1.05","0.88","81.50","Above Average"
"4","02282","54","2020","419","0.85","-0.58","28.73","Below Average"
"4","02290","54","2020","3462","0.89","-0.32","38.63","Below Average"
"4","04001","54","2020","49365","1.01","0.58","73.68","Above Average"
"4","04003","54","2020","82337","0.84","-0.66","26.51","Below Average"
"4","04005","54","2020","70277","0.69","-1.80","6.50","Low"
"4","04007","54","2020","41079","0.98","0.41","67.18","Above Average"
"4","04009","54","2020","22132","0.84","-0.67","26.11","Below Average"
"4","04011","54","2020","5139","0.81","-0.86","20.66","Below Average"
"4","04012","54","2020","17289","1.03","0.78","79.21","Above Average"
"4","04013","54","2020","2149671","0.73","-1.48","9.40","Low"
"4","04015","54","2020","155455","0.96","0.25","61.52","Above Average"
"4","04017","54","2020","72736","0.96","0.24","61.21","Above Average"
"4","04019","54","2020","554572","0.73","-1.48","9.40","Low"
"4","04021","54","2020","251352","0.86","-0.52","30.68","Below Average"
"4","04023","54","2020","24469","0.75","-1.30","11.72","Low"
"4","04025","54","2020","147717","0.84","-0.64","26.91","Below Average"
"4","04027","54","2020","132672","0.92","-0.05","48.69","Below Average"
"4","05001","54","2020","15163","1.07","1.06","85.62","High"
"4","05003","54","2020","18384","1.16","1.71","95.64","High"
"4","05005","54","2020","37970","1.13","1.50","93.26","High"
"4","05007","54","2020","144391","0.85","-0.60","28.21","Below Average"
"4","05009","54","2020","28813","1.02","0.71","77.11","Above Average"
"4","05011","54","2020","10263","1.21","2.11","98.48","Very high"
"4","05013","54","2020","4324","1.03","0.76","78.75","Above Average"
"4","05015","54","2020","19584","0.92","-0.03","49.74","Below Average"
"4","05017","54","2020","9738","1.12","1.43","92.30","High"
"4","05019","54","2020","15829","0.90","-0.22","42.38","Below Average"
"4","05021","54","2020","13687","1.14","1.60","94.34","High"
"4","05023","54","2020","21998","1.08","1.14","87.69","High"
"4","05025","54","2020","6869","1.08","1.11","86.82","High"
"4","05027","54","2020","19456","1.07","1.04","84.97","High"
"4","05029","54","2020","17714","1.11","1.38","91.68","High"
"4","05031","54","2020","73097","0.98","0.42","67.62","Above Average"
"4","05033","54","2020","45367","1.00","0.52","71.33","Above Average"
"4","05035","54","2020","40299","1.14","1.62","94.62","High"
"4","05037","54","2020","14530","1.12","1.44","92.39","High"
"4","05039","54","2020","6468","1.08","1.16","88.25","High"
"4","05041","54","2020","10225","1.12","1.42","92.21","High"
"4","05043","54","2020","15904","1.14","1.60","94.34","High"
"4","05045","54","2020","77390","0.88","-0.33","38.42","Below Average"
"4","05047","54","2020","13315","0.99","0.47","69.87","Above Average"
"4","05049","54","2020","9685","1.02","0.67","76.06","Above Average"
"4","05051","54","2020","77296","1.02","0.67","75.87","Above Average"
"4","05053","54","2020","13899","1.03","0.73","77.92","Above Average"
"4","05055","54","2020","32232","1.00","0.56","72.87","Above Average"
"4","05057","54","2020","16709","1.02","0.71","77.11","Above Average"
"4","05059","54","2020","27569","1.08","1.14","87.91","High"
"4","05061","54","2020","11093","1.12","1.44","92.39","High"
"4","05063","54","2020","25795","0.94","0.05","53.26","Above Average"
"4","05065","54","2020","11812","1.08","1.14","87.69","High"
"4","05067","54","2020","16784","1.21","2.12","98.52","Very high"
"4","05069","54","2020","62447","1.12","1.46","92.61","High"
"4","05071","54","2020","19729","1.03","0.79","79.71","Above Average"
"4","05073","54","2020","7691","1.37","3.27","99.97","Very high"
"4","05075","54","2020","12419","0.96","0.20","59.76","Above Average"
"4","05077","54","2020","9101","1.16","1.71","95.76","High"
"4","05079","54","2020","11231","1.00","0.54","72.22","Above Average"
"4","05081","54","2020","11276","1.16","1.73","95.92","High"
"4","05083","54","2020","17533","1.05","0.94","83.17","Above Average"
"4","05085","54","2020","52394","1.04","0.80","79.93","Above Average"
"4","05087","54","2020","11798","0.99","0.46","69.13","Above Average"
"4","05089","54","2020","14405","1.07","1.06","85.62","High"
"4","05091","54","2020","32295","0.99","0.45","68.91","Above Average"
"4","05093","54","2020","35363","1.11","1.36","91.46","High"
"4","05095","54","2020","7043","1.18","1.91","97.43","High"
"4","05097","54","2020","7874","1.08","1.12","87.26","High"
"4","05099","54","2020","7131","1.08","1.11","86.82","High"
"4","05101","54","2020","6378","1.00","0.52","71.61","Above Average"
"4","05103","54","2020","21508","1.13","1.49","92.98","High"
"4","05105","54","2020","8064","1.02","0.67","76.06","Above Average"
"4","05107","54","2020","17773","1.22","2.17","98.64","Very high"
"4","05109","54","2020","8570","1.03","0.73","77.92","Above Average"
"4","05111","54","2020","20883","1.15","1.68","95.24","High"
"4","05113","54","2020","15961","1.04","0.81","80.08","Above Average"
"4","05115","54","2020","43492","0.93","-0.02","50.42","Below Average"
"4","05117","54","2020","7832","1.18","1.90","97.37","High"
"4","05119","54","2020","280670","0.96","0.26","62.02","Above Average"
"4","05121","54","2020","14661","1.09","1.20","88.99","High"
"4","05123","54","2020","24180","1.17","1.78","96.44","High"
"4","05125","54","2020","78770","0.94","0.09","54.53","Above Average"
"4","05127","54","2020","8845","1.10","1.31","90.97","High"
"4","05129","54","2020","6843","1.08","1.11","86.82","High"
"4","05131","54","2020","86768","0.93","-0.02","50.42","Below Average"
"4","05133","54","2020","11480","0.97","0.31","63.50","Above Average"
"4","05135","54","2020","15812","1.18","1.91","97.43","High"
"4","05137","54","2020","11826","1.20","2.06","98.27","Very high"
"4","05139","54","2020","32002","1.05","0.89","81.75","Above Average"
"4","05141","54","2020","15047","1.12","1.45","92.55","High"
"4","05143","54","2020","126408","0.81","-0.91","19.73","Below Average"
"4","05145","54","2020","54136","0.93","0.04","52.49","Above Average"
"4","05147","54","2020","6885","1.29","2.73","99.75","Very high"
"4","05149","54","2020","16529","1.03","0.78","79.21","Above Average"
"4","06001","54","2020","739921","0.61","-2.37","4.21","Very low"
"4","06003","54","2020","690","0.77","-1.15","14.29","Low"
"4","06005","54","2020","28714","0.92","-0.10","47.02","Below Average"
"4","06007","54","2020","131028","0.76","-1.29","11.85","Low"
"4","06009","54","2020","33465","0.91","-0.12","46.15","Below Average"
"4","06011","54","2020","15173","1.01","0.59","73.74","Above Average"
"4","06013","54","2020","571340","0.70","-1.72","7.18","Low"
"4","06015","54","2020","18483","0.85","-0.58","28.73","Below Average"
"4","06017","54","2020","103642","0.73","-1.48","9.40","Low"
"4","06019","54","2020","504299","0.76","-1.26","12.43","Low"
"4","06021","54","2020","16540","0.83","-0.76","23.14","Below Average"
"4","06023","54","2020","82037","0.77","-1.18","14.04","Low"
"4","06025","54","2020","98208","0.79","-1.00","17.75","Low"
"4","06027","54","2020","11946","0.83","-0.72","24.53","Below Average"
"4","06029","54","2020","449697","0.76","-1.29","11.91","Low"
"4","06031","54","2020","79142","0.74","-1.44","10.05","Low"
"4","06033","54","2020","41513","0.83","-0.77","22.92","Below Average"
"4","06035","54","2020","25505","0.97","0.32","64.31","Above Average"
"4","06037","54","2020","4831398","0.64","-2.14","4.95","Very low"
"4","06039","54","2020","92497","0.86","-0.54","30.06","Below Average"
"4","06041","54","2020","125756","0.63","-2.27","4.48","Very low"
"4","06043","54","2020","11725","0.79","-1.00","17.75","Low"
"4","06045","54","2020","55557","0.82","-0.80","21.99","Below Average"
"4","06047","54","2020","135675","0.77","-1.22","13.15","Low"
"4","06049","54","2020","6929","0.95","0.14","57.32","Above Average"
"4","06051","54","2020","7571","0.68","-1.89","5.91","Low"
"4","06053","54","2020","217576","0.71","-1.63","7.89","Low"
"4","06055","54","2020","76452","0.72","-1.56","8.54","Low"
"4","06057","54","2020","59120","0.74","-1.40","10.55","Low"
"4","06059","54","2020","1429572","0.61","-2.35","4.27","Very low"
"4","06061","54","2020","180433","0.66","-2.00","5.38","Very low"
"4","06063","54","2020","13756","0.87","-0.47","32.76","Below Average"
"4","06065","54","2020","1193179","0.73","-1.49","9.22","Low"
"4","06067","54","2020","806390","0.74","-1.40","10.55","Low"
"4","06069","54","2020","31293","0.77","-1.20","13.73","Low"
"4","06071","54","2020","1068017","0.72","-1.53","8.72","Low"
"4","06073","54","2020","1475899","0.61","-2.40","4.05","Very low"
"4","06075","54","2020","412315","0.58","-2.64","3.43","Very low"
"4","06077","54","2020","395863","0.79","-1.01","17.41","Low"
"4","06079","54","2020","154643","0.71","-1.65","7.73","Low"
"4","06081","54","2020","366773","0.64","-2.17","4.76","Very low"
"4","06083","54","2020","223431","0.69","-1.81","6.46","Low"
"4","06085","54","2020","821615","0.59","-2.55","3.62","Very low"
"4","06087","54","2020","123463","0.60","-2.49","3.74","Very low"
"4","06089","54","2020","106359","0.78","-1.13","14.85","Low"
"4","06091","54","2020","2110","0.81","-0.88","20.45","Below Average"
"4","06093","54","2020","32250","0.93","0.01","51.50","Above Average"
"4","06095","54","2020","250434","0.78","-1.12","15.00","Low"
"4","06097","54","2020","259693","0.68","-1.87","6.03","Low"
"4","06099","54","2020","288994","0.77","-1.15","14.29","Low"
"4","06101","54","2020","54309","0.79","-1.02","17.20","Low"
"4","06103","54","2020","37959","0.81","-0.91","19.73","Below Average"
"4","06105","54","2020","9960","0.91","-0.11","46.71","Below Average"
"4","06107","54","2020","242006","0.80","-0.94","18.99","Below Average"
"4","06109","54","2020","39850","0.89","-0.28","39.90","Below Average"
"4","06111","54","2020","408137","0.66","-2.02","5.20","Very low"
"4","06113","54","2020","96208","0.62","-2.33","4.30","Very low"
"4","06115","54","2020","42601","0.82","-0.82","21.37","Below Average"
"4","08001","54","2020","219686","0.66","-2.01","5.26","Very low"
"4","08003","54","2020","7405","0.64","-2.14","4.95","Very low"
"4","08005","54","2020","271385","0.61","-2.40","4.05","Very low"
"4","08007","54","2020","7120","0.72","-1.58","8.38","Low"
"4","08009","54","2020","2639","0.93","-0.02","50.11","Below Average"
"4","08011","54","2020","3776","0.75","-1.35","11.01","Low"
"4","08013","54","2020","118733","0.50","-3.19","2.97","Very low"
"4","08014","54","2020","25526","0.57","-2.71","3.40","Very low"
"4","08015","54","2020","9997","0.66","-2.02","5.20","Very low"
"4","08017","54","2020","1056","0.78","-1.12","15.13","Low"
"4","08019","54","2020","5030","0.66","-2.01","5.35","Very low"
"4","08021","54","2020","4282","0.74","-1.43","10.24","Low"
"4","08023","54","2020","2470","0.87","-0.44","34.09","Below Average"
"4","08025","54","2020","3356","0.71","-1.63","7.89","Low"
"4","08027","54","2020","3083","0.84","-0.67","26.11","Below Average"
"4","08029","54","2020","18532","0.78","-1.13","14.85","Low"
"4","08031","54","2020","256487","0.51","-3.12","3.03","Very low"
"4","08033","54","2020","1112","0.70","-1.74","6.99","Low"
"4","08035","54","2020","112920","0.53","-2.99","3.19","Very low"
"4","08037","54","2020","17630","0.44","-3.65","2.85","Very low"
"4","08039","54","2020","12381","0.68","-1.84","6.22","Low"
"4","08041","54","2020","285730","0.60","-2.48","3.84","Very low"
"4","08043","54","2020","29185","0.76","-1.27","12.06","Low"
"4","08045","54","2020","25328","0.61","-2.40","4.05","Very low"
"4","08047","54","2020","3156","0.68","-1.87","6.03","Low"
"4","08049","54","2020","7089","0.59","-2.51","3.71","Very low"
"4","08051","54","2020","6248","0.49","-3.25","2.91","Very low"
"4","08053","54","2020","469","0.72","-1.56","8.48","Low"
"4","08055","54","2020","4543","0.83","-0.74","23.79","Below Average"
"4","08057","54","2020","885","0.79","-1.03","16.83","Low"
"4","08059","54","2020","256646","0.60","-2.45","3.90","Very low"
"4","08061","54","2020","889","0.84","-0.65","26.63","Below Average"
"4","08063","54","2020","4763","0.79","-1.04","16.64","Low"
"4","08065","54","2020","3634","0.65","-2.11","5.04","Very low"
"4","08067","54","2020","24191","0.58","-2.60","3.53","Very low"
"4","08069","54","2020","138320","0.56","-2.73","3.34","Very low"
"4","08071","54","2020","9364","0.80","-0.94","18.81","Below Average"
"4","08073","54","2020","3425","0.79","-1.05","16.46","Low"
"4","08075","54","2020","14862","0.85","-0.57","28.95","Below Average"
"4","08077","54","2020","75491","0.67","-1.91","5.78","Low"
"4","08079","54","2020","462","0.75","-1.36","10.89","Low"
"4","08081","54","2020","6843","0.70","-1.70","7.45","Low"
"4","08083","54","2020","16068","0.82","-0.80","21.99","Below Average"
"4","08085","54","2020","20881","0.67","-1.92","5.63","Low"
"4","08087","54","2020","16415","0.82","-0.85","21.00","Below Average"
"4","08089","54","2020","12060","0.88","-0.38","36.22","Below Average"
"4","08091","54","2020","2645","0.71","-1.65","7.73","Low"
"4","08093","54","2020","9156","0.67","-1.91","5.78","Low"
"4","08095","54","2020","2814","0.87","-0.44","34.09","Below Average"
"4","08097","54","2020","7529","0.53","-3.02","3.12","Very low"
"4","08099","54","2020","7429","0.85","-0.62","27.56","Below Average"
"4","08101","54","2020","93191","0.77","-1.20","13.45","Low"
"4","08103","54","2020","3249","0.67","-1.96","5.51","Low"
"4","08105","54","2020","6596","0.76","-1.26","12.25","Low"
"4","08107","54","2020","9998","0.53","-2.99","3.15","Very low"
"4","08109","54","2020","3988","0.83","-0.71","24.81","Below Average"
"4","08111","54","2020","389","0.67","-1.92","5.63","Low"
"4","08113","54","2020","3143","0.52","-3.08","3.06","Very low"
"4","08115","54","2020","1582","0.84","-0.67","26.11","Below Average"
"4","08117","54","2020","11760","0.49","-3.25","2.88","Very low"
"4","08119","54","2020","12224","0.65","-2.10","5.10","Very low"
"4","08121","54","2020","3208","0.88","-0.38","36.22","Below Average"
"4","08123","54","2020","132313","0.68","-1.88","5.97","Low"
"4","08125","54","2020","5569","0.76","-1.24","12.59","Low"
"4","09001","54","2020","476395","0.68","-1.83","6.37","Low"
"4","09003","54","2020","520652","0.76","-1.26","12.25","Low"
"4","09005","54","2020","118204","0.80","-0.93","19.18","Below Average"
"4","09007","54","2020","98415","0.76","-1.27","12.06","Low"
"4","09009","54","2020","514529","0.78","-1.15","14.54","Low"
"4","09011","54","2020","166946","0.79","-1.04","16.64","Low"
"4","09013","54","2020","83750","0.71","-1.66","7.70","Low"
"4","09015","54","2020","72618","0.80","-0.94","18.81","Below Average"
"4","10001","54","2020","118582","0.94","0.12","56.02","Above Average"
"4","10003","54","2020","341382","0.82","-0.81","21.74","Below Average"
"4","10005","54","2020","161340","0.98","0.38","66.19","Above Average"
"4","11001","54","2020","358442","0.69","-1.78","6.53","Low"
"4","12001","54","2020","149605","0.74","-1.43","10.24","Low"
"4","12003","54","2020","20109","0.99","0.46","69.63","Above Average"
"4","12005","54","2020","119817","0.88","-0.33","38.42","Below Average"
"4","12007","54","2020","21769","1.00","0.50","71.02","Above Average"
"4","12009","54","2020","421746","0.95","0.13","56.29","Above Average"
"4","12011","54","2020","1134745","0.81","-0.89","20.14","Below Average"
"4","12013","54","2020","11865","1.05","0.91","82.37","Above Average"
"4","12015","54","2020","150182","1.05","0.90","82.03","Above Average"
"4","12017","54","2020","125372","1.05","0.93","82.96","Above Average"
"4","12019","54","2020","131884","0.90","-0.21","42.81","Below Average"
"4","12021","54","2020","231951","0.85","-0.55","29.57","Below Average"
"4","12023","54","2020","53204","1.02","0.65","75.47","Above Average"
"4","12027","54","2020","26871","0.98","0.36","65.42","Above Average"
"4","12029","54","2020","13885","1.05","0.91","82.37","Above Average"
"4","12031","54","2020","589953","0.87","-0.44","34.09","Below Average"
"4","12033","54","2020","205280","0.88","-0.39","35.97","Below Average"
"4","12035","54","2020","77283","0.96","0.22","60.32","Above Average"
"4","12037","54","2020","9738","1.01","0.61","74.02","Above Average"
"4","12039","54","2020","41483","1.18","1.91","97.43","High"
"4","12041","54","2020","13513","1.02","0.71","77.11","Above Average"
"4","12043","54","2020","12338","1.15","1.64","94.93","High"
"4","12045","54","2020","13234","1.00","0.50","71.02","Above Average"
"4","12047","54","2020","12569","1.09","1.19","88.83","High"
"4","12049","54","2020","19785","1.01","0.58","73.43","Above Average"
"4","12051","54","2020","25693","0.92","-0.10","47.02","Below Average"
"4","12053","54","2020","145826","1.03","0.77","79.03","Above Average"
"4","12055","54","2020","89397","1.10","1.29","90.60","High"
"4","12057","54","2020","752192","0.77","-1.18","14.04","Low"
"4","12059","54","2020","15251","0.99","0.47","69.87","Above Average"
"4","12061","54","2020","112205","0.96","0.27","62.17","Above Average"
"4","12063","54","2020","41527","1.07","1.02","84.87","High"
"4","12065","54","2020","12076","1.04","0.80","79.93","Above Average"
"4","12067","54","2020","6561","0.95","0.17","58.43","Above Average"
"4","12069","54","2020","243692","0.99","0.43","68.02","Above Average"
"4","12071","54","2020","481908","0.91","-0.14","45.38","Below Average"
"4","12073","54","2020","167895","0.77","-1.21","13.24","Low"
"4","12075","54","2020","32504","1.02","0.72","77.48","Above Average"
"4","12077","54","2020","6642","1.00","0.57","73.09","Above Average"
"4","12079","54","2020","16074","1.09","1.21","89.30","High"
"4","12081","54","2020","246338","0.90","-0.20","43.15","Below Average"
"4","12083","54","2020","276140","1.02","0.67","76.06","Above Average"
"4","12085","54","2020","104765","0.85","-0.59","28.36","Below Average"
"4","12086","54","2020","1469566","0.73","-1.49","9.22","Low"
"4","12087","54","2020","48282","0.77","-1.20","13.45","Low"
"4","12089","54","2020","53660","0.90","-0.20","43.15","Below Average"
"4","12091","54","2020","121104","0.83","-0.71","24.81","Below Average"
"4","12093","54","2020","30292","0.99","0.46","69.63","Above Average"
"4","12095","54","2020","687404","0.74","-1.40","10.55","Low"
"4","12097","54","2020","184334","0.83","-0.72","24.53","Below Average"
"4","12099","54","2020","895953","0.83","-0.76","23.14","Below Average"
"4","12101","54","2020","369740","0.97","0.34","64.77","Above Average"
"4","12103","54","2020","676801","0.88","-0.34","38.17","Below Average"
"4","12105","54","2020","494375","1.03","0.75","78.26","Above Average"
"4","12107","54","2020","62739","1.11","1.37","91.49","High"
"4","12109","54","2020","123772","0.78","-1.12","15.13","Low"
"4","12111","54","2020","211464","0.94","0.07","54.07","Above Average"
"4","12113","54","2020","105598","0.87","-0.45","33.62","Below Average"
"4","12115","54","2020","292296","0.89","-0.31","39.31","Below Average"
"4","12117","54","2020","264031","0.79","-1.07","16.15","Low"
"4","12119","54","2020","108246","1.13","1.49","92.98","High"
"4","12121","54","2020","35671","1.08","1.17","88.37","High"
"4","12123","54","2020","18159","1.02","0.69","76.52","Above Average"
"4","12125","54","2020","12321","1.00","0.56","72.87","Above Average"
"4","12127","54","2020","392925","0.96","0.22","60.32","Above Average"
"4","12129","54","2020","23151","0.96","0.22","60.32","Above Average"
"4","12131","54","2020","44977","0.95","0.19","59.57","Above Average"
"4","12133","54","2020","19959","1.03","0.79","79.43","Above Average"
"4","13001","54","2020","14072","1.04","0.87","81.22","Above Average"
"4","13003","54","2020","5333","0.91","-0.17","44.42","Below Average"
"4","13005","54","2020","8363","1.02","0.69","76.52","Above Average"
"4","13007","54","2020","2837","1.10","1.26","90.01","High"
"4","13009","54","2020","32517","0.93","0.02","51.90","Above Average"
"4","13011","54","2020","12301","0.90","-0.24","41.54","Below Average"
"4","13013","54","2020","50994","0.97","0.30","63.19","Above Average"
"4","13015","54","2020","65779","0.88","-0.34","38.17","Below Average"
"4","13017","54","2020","12997","1.02","0.71","77.11","Above Average"
"4","13019","54","2020","14141","1.00","0.54","72.22","Above Average"
"4","13021","54","2020","112261","0.99","0.48","70.18","Above Average"
"4","13023","54","2020","9461","0.97","0.34","64.99","Above Average"
"4","13025","54","2020","11296","0.84","-0.69","25.58","Below Average"
"4","13027","54","2020","11836","0.97","0.33","64.55","Above Average"
"4","13029","54","2020","20382","0.89","-0.31","39.31","Below Average"
"4","13031","54","2020","42486","0.77","-1.15","14.29","Low"
"4","13033","54","2020","16186","0.99","0.43","68.02","Above Average"
"4","13035","54","2020","16904","0.93","-0.02","50.11","Below Average"
"4","13037","54","2020","5118","0.98","0.35","65.20","Above Average"
"4","13039","54","2020","36028","0.96","0.22","60.32","Above Average"
"4","13043","54","2020","8884","1.11","1.35","91.37","High"
"4","13045","54","2020","78555","0.95","0.13","56.88","Above Average"
"4","13047","54","2020","48435","0.99","0.49","70.80","Above Average"
"4","13049","54","2020","9716","0.99","0.46","69.63","Above Average"
"4","13051","54","2020","183689","0.87","-0.43","34.40","Below Average"
"4","13053","54","2020","5205","0.67","-1.90","5.85","Low"
"4","13055","54","2020","17320","0.89","-0.29","39.75","Below Average"
"4","13057","54","2020","125231","0.76","-1.26","12.43","Low"
"4","13059","54","2020","61103","0.64","-2.15","4.89","Very low"
"4","13061","54","2020","2709","1.13","1.50","93.16","High"
"4","13063","54","2020","170917","0.91","-0.17","44.23","Below Average"
"4","13065","54","2020","6156","1.25","2.42","99.35","Very high"
"4","13067","54","2020","410253","0.77","-1.15","14.29","Low"
"4","13069","54","2020","28077","0.90","-0.23","41.82","Below Average"
"4","13071","54","2020","32962","1.01","0.62","74.54","Above Average"
"4","13073","54","2020","83914","0.86","-0.54","30.06","Below Average"
"4","13075","54","2020","11689","0.94","0.10","54.87","Above Average"
"4","13077","54","2020","79700","0.82","-0.79","22.52","Below Average"
"4","13079","54","2020","10937","1.14","1.60","94.34","High"
"4","13081","54","2020","18503","1.08","1.17","88.37","High"
"4","13083","54","2020","13789","1.09","1.17","88.62","High"
"4","13085","54","2020","15855","0.90","-0.25","41.29","Below Average"
"4","13087","54","2020","18447","0.91","-0.11","46.71","Below Average"
"4","13089","54","2020","413785","0.77","-1.20","13.45","Low"
"4","13091","54","2020","16385","1.00","0.51","71.23","Above Average"
"4","13093","54","2020","12252","1.07","1.08","85.90","High"
"4","13095","54","2020","68466","1.01","0.64","75.04","Above Average"
"4","13097","54","2020","83278","0.85","-0.58","28.73","Below Average"
"4","13099","54","2020","9127","1.18","1.85","97.09","High"
"4","13101","54","2020","2212","0.78","-1.10","15.53","Low"
"4","13103","54","2020","36091","0.91","-0.14","45.38","Below Average"
"4","13105","54","2020","15038","1.00","0.55","72.69","Above Average"
"4","13107","54","2020","15664","0.95","0.13","56.88","Above Average"
"4","13109","54","2020","6832","0.86","-0.49","32.23","Below Average"
"4","13111","54","2020","18832","0.96","0.23","60.87","Above Average"
"4","13113","54","2020","71938","0.90","-0.22","42.10","Below Average"
